Tweet,sentiments,cleaned_tweets,tokens
for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy ,-1,for some reason lastfm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy,"['reason', 'lastfm', 'unlinks', 'spotify', 'miss', 'like', 'month', 'scrobbles', 'notice', 'unhappy']"
only take season 9 off ,-1,only take season  off,"['take', 'season']"
Definitely my arms unhappy  ,-1,Definitely my arms unhappy,"['definitely', 'arm', 'unhappy']"
Definitely my arms unhappy  ,-1,Definitely my arms unhappy,"['definitely', 'arm', 'unhappy']"
All of the park areas in Paris are marked as green on Google maps,-1,All of the park areas in Paris are marked as green on Google maps,"['park', 'area', 'paris', 'marked', 'green', 'map']"
 but in reality they're just patches of dusty dirt unhappy ,-1,but in reality theyre just patches of dusty dirt unhappy,"['but', 'reality', 'theyre', 'just', 'patch', 'dusty', 'dirt', 'unhappy']"
ill be at work just a second come on unhappy ,-1,ill be at work just a second come on unhappy,"['ill', 'work', 'just', 'second', 'come', 'unhappy']"
and he's still taking over a quarter of the billboard charts while x is,-1,and hes still taking over a quarter of the billboard charts while x is,"['he', 'still', 'taking', 'quarter', 'billboard', 'chart', 'while', 'x']"
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,this is damn theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,"['damn', 'there', 'people', 'sincerely', 'want', 'attend', 'bh', 'birthday', 'party', 'but', 'bcs', 'people', 'try', 'fun', 'make', 'ca']"
Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy ,-1,Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy,"['guy', 'please', 'help', 'tried', 'smoke', 'lettuce', 'earlier', 'but', 'salad', 'ruined', 'unhappy']"
CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ,-1,CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS unhappy,"['can', 'someone', 'pls', 'gift', 'xayah', 'using', 'pi', 'plssss', 'unhappy']"
instant message still bored unhappy ,-1,instant message still bored unhappy,"['instant', 'message', 'still', 'bored', 'unhappy']"
this is jimin to yoongi unhappy  ,-1,this is jimin to yoongi unhappy,"['jimin', 'yoongi', 'unhappy']"
My heart hurts. sad  I hate people ,-1,My heart hurts sad I hate people,"['heart', 'hurt', 'sad', 'hate', 'people']"
can just see the edge creeping in unhappy  ,-1,can just see the edge creeping in unhappy,"['can', 'just', 'see', 'edge', 'creeping', 'unhappy']"
Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support ,-1,Its not organictheyll shoehorn it inbut plot character developmentMCU netflix has lesWhat support,"['not', 'organictheyll', 'shoehorn', 'inbut', 'plot', 'character', 'developmentmcu', 'netflix', 'ha', 'leswhat', 'support']"
I suddenly miss you ate unhappy ,-1,I suddenly miss you ate unhappy,"['suddenly', 'miss', 'ate', 'unhappy']"
Biggest problem for paper books is storage unhappy ,-1,Biggest problem for paper books is storage unhappy,"['biggest', 'problem', 'paper', 'book', 'storage', 'unhappy']"
i havent been this early to school since last semester unhappy ,-1,i havent been this early to school since last semester unhappy,"['havent', 'early', 'school', 'since', 'last', 'semester', 'unhappy']"
Pierces like a bitch unhappy ,-1,Pierces like a bitch unhappy,"['pierce', 'like', 'bitch', 'unhappy']"
I think that's one of the hottest part of your body  ,-1,I think thats one of the hottest part of your body,"['think', 'thats', 'one', 'hottest', 'part', 'body']"
wow this is amazing but i won't be in the country unhappy  ,-1,wow this is amazing but i wont be in the country unhappy,"['wow', 'amazing', 'but', 'wont', 'country', 'unhappy']"
Definitely my arms unhappy  ,-1,Definitely my arms unhappy,"['definitely', 'arm', 'unhappy']"
i want harry's phonecase sad ,-1,i want harrys phonecase sad,"['want', 'harrys', 'phonecase', 'sad']"
Work at 7 this morning unhappy ,-1,Work at  this morning unhappy,"['work', 'morning', 'unhappy']"
jungkook looks like he gives the biggest and warmest hugs unhappy  ,-1,jungkook looks like he gives the biggest and warmest hugs unhappy,"['jungkook', 'look', 'like', 'give', 'biggest', 'warmest', 'hug', 'unhappy']"
Ah Baba no idea tori olorun. May I never be a victim of such case ,-1,Ah Baba no idea tori olorun May I never be a victim of such case,"['ah', 'baba', 'no', 'idea', 'torus', 'olorun', 'may', 'never', 'victim', 'case']"
PSA: REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU. I'd say the same thing for writers but apparently commissi ,-1,PSA REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU Id say the same thing for writers but apparently commissi,"['psa', 'remember', 'ask', 'artist', 'draw', 'id', 'say', 'thing', 'writer', 'but', 'apparently', 'commissi']"
I want to give him everything that makes him happy just to see this smile unhappy ,-1,I want to give him everything that makes him happy just to see this smile unhappy,"['want', 'give', 'everything', 'make', 'happy', 'just', 'see', 'smile', 'unhappy']"
I miss Jamie boy and we're both sick unhappy ,-1,I miss Jamie boy and were both sick unhappy,"['miss', 'jamie', 'boy', 'sick', 'unhappy']"
what if the one direction (band)  itself is the one who's giving up? unhappy  ,-1,what if the one direction band itself is the one whos giving up unhappy,"['one', 'direction', 'band', 'one', 'who', 'giving', 'unhappy']"
damn ify ate unhappy ,-1,damn ify ate unhappy,"['damn', 'ify', 'ate', 'unhappy']"
Whaaattt ,-1,Whaaattt,['whaaattt']
don't rt to save a guy's life ,-1,dont rt to save a guys life,"['dont', 'save', 'guy', 'life']"
Nooo your hair color is pretty ,-1,Nooo your hair color is pretty,"['nooo', 'hair', 'color', 'pretty']"
Koalas are dying of thirst  and it's all because of us unhappy  ,-1,Koalas are dying of thirst and its all because of us unhappy,"['koala', 'dying', 'thirst', 'u', 'unhappy']"
Definitely my arms unhappy  ,-1,Definitely my arms unhappy,"['definitely', 'arm', 'unhappy']"
where's justin i miss him unhappy ,-1,wheres justin i miss him unhappy,"['wheres', 'justin', 'miss', 'unhappy']"
Someone should bring me breakfast to work unhappy ,-1,Someone should bring me breakfast to work unhappy,"['someone', 'should', 'bring', 'breakfast', 'work', 'unhappy']"
Thats grim unhappy ,-1,Thats grim unhappy,"['thats', 'grim', 'unhappy']"
oh noooo baby unhappy ,-1,oh noooo baby unhappy,"['oh', 'noooo', 'baby', 'unhappy']"
I'm so tired unhappy ,-1,Im so tired unhappy,"['im', 'tired', 'unhappy']"
I miss you Levi unhappy ,-1,I miss you Levi unhappy,"['miss', 'levi', 'unhappy']"
i left my headphones at home unhappy  kms,-1,i left my headphones at home unhappy kms,"['left', 'headphone', 'home', 'unhappy', 'km']"
I wish I was meeting OA again unhappy ,-1,I wish I was meeting OA again unhappy,"['wish', 'meeting', 'oa', 'unhappy']"
A year ago today is the last time Sakho played for us unhappy ,-1,A year ago today is the last time Sakho played for us unhappy,"['year', 'ago', 'today', 'last', 'time', 'sakho', 'played', 'u', 'unhappy']"
they would have sustained their fame if they did unhappy ,-1,they would have sustained their fame if they did unhappy,"['would', 'have', 'sustained', 'fame', 'did', 'unhappy']"
I miss him unhappy  ,-1,I miss him unhappy,"['miss', 'unhappy']"
ich will ned unhappy ,-1,ich will ned unhappy,"['ich', 'will', 'ned', 'unhappy']"
When your online crush comes to the meet-up without their Snapchat filter unhappy  ,-1,When your online crush comes to the meetup without their Snapchat filter unhappy,"['online', 'crush', 'come', 'meetup', 'without', 'snapchat', 'filter', 'unhappy']"
This is by far my worst day of 2017 since January 8th unhappy  crying  crying .,-1,This is by far my worst day of  since January unhappy crying crying,"['far', 'worst', 'day', 'since', 'january', 'unhappy', 'cry', 'cry']"
Note to self: Dont get to attached crying ,-1,Note to self Dont get to attached crying,"['note', 'self', 'dont', 'get', 'attached', 'cry']"
Mine hasn't been sending stuff unhappy ,-1,Mine hasnt been sending stuff unhappy,"['mine', 'hasnt', 'sending', 'stuff', 'unhappy']"
Definitely my arms unhappy  ,-1,Definitely my arms unhappy,"['definitely', 'arm', 'unhappy']"
Roc Boyz sad  ,-1,Roc Boyz sad,"['roc', 'boyz', 'sad']"
i love you but I can%27t be arsed i don%27t know why people keep saying it unhappy ,-1,i love you but I cant be arsed i dont know why people keep saying it unhappy,"['love', 'but', 'cant', 'arsed', 'dont', 'know', 'people', 'keep', 'saying', 'unhappy']"
No Celtics or Bruins today unhappy  At least Sale is pitching for the Sox,-1,No Celtics or Bruins today unhappy At least Sale is pitching for the Sox,"['no', 'celtic', 'bruin', 'today', 'unhappy', 'least', 'sale', 'pitching', 'sox']"
I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. unhappy ,-1,I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it unhappy,"['honestly', 'think', 'just', 'trying', 'get', 'rid', 'make', 'mockery', 'out', 'town', 'just', 'wont', 'admit', 'unhappy']"
Nooo your hair color is pretty ,-1,Nooo your hair color is pretty,"['nooo', 'hair', 'color', 'pretty']"
Aseek ,-1,Aseek,['aseek']
Bantay? unhappy ,-1,Bantay unhappy,"['bantay', 'unhappy']"
Trying to get in touch with but their numbers appear to be down! unhappy ,-1,Trying to get in touch with but their numbers appear to be down unhappy,"['trying', 'get', 'touch', 'but', 'number', 'appear', 'unhappy']"
Need your help guys crying  ,-1,Need your help guys crying,"['need', 'help', 'guy', 'cry']"
A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person ,-1,A fish killer going to be pressed younhappy I the hoe of today you were a GOOD person,"['fish', 'killer', 'going', 'pressed', 'younhappy', 'hoe', 'today', 'good', 'person']"
I need lessons to learn how to start conversations with people and keep chatting with them unhappy ,-1,I need lessons to learn how to start conversations with people and keep chatting with them unhappy,"['need', 'lesson', 'learn', 'start', 'conversation', 'people', 'keep', 'chatting', 'unhappy']"
 Who hacked me unhappy ,-1,Who hacked me unhappy,"['hacked', 'unhappy']"
Damn you both,-1,Damn you both,['damn']
 I won't be on till later! unhappy ,-1,I wont be on till later unhappy,"['wont', 'till', 'later', 'unhappy']"
Lets hope a VIP does this good deed. I want to watch this too . They shouldn't have done thi ,-1,Lets hope a VIP does this good deed I want to watch this too They shouldnt have done thi,"['let', 'hope', 'vip', 'doe', 'good', 'deed', 'want', 'watch', 'shouldnt', 'have', 'done', 'thi']"
sometimes at night i feel scared and vulnerable crying ,-1,sometimes at night i feel scared and vulnerable crying,"['sometimes', 'night', 'feel', 'scared', 'vulnerable', 'cry']"
If you really want to dye it don't go lighter ,-1,If you really want to dye it dont go lighter,"['really', 'want', 'dye', 'dont', 'go', 'lighter']"
how come i didn't get a reminder email this month unhappy ,-1,how come i didnt get a reminder email this month unhappy,"['come', 'didnt', 'get', 'reminder', 'email', 'month', 'unhappy']"
wowwow these are all so cute unhappy  i wantt ,-1,wowwow these are all so cute unhappy i wantt,"['wowwow', 'cute', 'unhappy', 'wantt']"
 [PLEASE RT] he'll buy me a blinking taehyung headband,-1,PLEASE RT hell buy me a blinking taehyung headband,"['please', 'hell', 'buy', 'blinking', 'taehyung', 'headband']"
 if i get 900 retweets and 900 likes. help me :(un,-1,if i get  retweets and  likes help me un,"['get', 'retweets', 'like', 'help', 'un']"
younhappy  I'll keep it jyoust for you,-1,younhappy Ill keep it jyoust for you,"['younhappy', 'ill', 'keep', 'jyoust']"
Damn it isn't available here unhappy  ,-1,Damn it isnt available here unhappy,"['damn', 'isnt', 'available', 'unhappy']"
it's $10 but also free postage. i wish the seller had yanan and yeo one too. unhappy ,-1,its  but also free postage i wish the seller had yanan and yeo one too unhappy,"['but', 'also', 'free', 'postage', 'wish', 'seller', 'had', 'yanan', 'yeo', 'one', 'unhappy']"
Don kray denial of normal bi say ,-1,Don kray denial of normal bi say,"['don', 'kray', 'denial', 'normal', 'bi', 'say']"
Same unhappy  I've unfollowed so many people ugh,-1,Same unhappy Ive unfollowed so many people ugh,"['unhappy', 'ive', 'unfollowed', 'many', 'people', 'ugh']"
 it's such a negative pit of unhappiness,-1,its such a negative pit of unhappiness,"['negative', 'pit', 'unhappiness']"
its ending soon aah unhappy ,-1,its ending soon aah unhappy,"['ending', 'soon', 'aah', 'unhappy']"
Definitely my arms unhappy  ,-1,Definitely my arms unhappy,"['definitely', 'arm', 'unhappy']"
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,this is damn theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,"['damn', 'there', 'people', 'sincerely', 'want', 'attend', 'bh', 'birthday', 'party', 'but', 'bcs', 'people', 'try', 'fun', 'make', 'ca']"
Faltan Russel  why Noodle unhappy ,-1,Faltan Russel why Noodle unhappy,"['faltan', 'russel', 'noodle', 'unhappy']"
yeah i am unhappy  thank you so much my angel ,-1,yeah i am unhappy thank you so much my angel,"['yeah', 'unhappy', 'thank', 'much', 'angel']"
i miss jihoon sad ,-1,i miss jihoon sad,"['miss', 'jihoon', 'sad']"
We lost: at Jacksonville,-1,We lost at Jacksonville,"['lost', 'jacksonville']"
 2010 Week 11,-1, Week ,['week']
 24-20 unhappy ,-1, unhappy,['unhappy']
i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,-1,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy,"['hope', 'little', 'beaand', 'andot', 'overworkiandg', 'gettiandg', 'least', 'rest', 'unhappy']"
Guess who's not getting a unicorn frappuccino because they're sold out unhappy ,-1,Guess whos not getting a unicorn frappuccino because theyre sold out unhappy,"['guess', 'who', 'not', 'getting', 'unicorn', 'frappuccino', 'theyre', 'sold', 'out', 'unhappy']"
what if the one direction (band)  itself is the one who's giving up? unhappy  ,-1,what if the one direction band itself is the one whos giving up unhappy,"['one', 'direction', 'band', 'one', 'who', 'giving', 'unhappy']"
come back callie  gabbie d ghost unhappy  i love you both,-1,come back callie gabbie d ghost unhappy i love you both,"['come', 'back', 'callie', 'gabbie', 'ghost', 'unhappy', 'love']"
unhappy  oh man..,-1,unhappy oh man,"['unhappy', 'oh', 'man']"
it kind of feels like a sunburight now right now sad  someone please make the nobby things on glasses not slip,-1,it kind of feels like a sunburight now right now sad someone please make the nobby things on glasses not slip,"['kind', 'feel', 'like', 'sunburight', 'right', 'sad', 'someone', 'please', 'make', 'nobby', 'thing', 'glass', 'not', 'slip']"
